,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,Brinjal/கத்தரிக்காய்,1, 48,2013-9-16
1,Tomotto ottu/தக்காளி ஒட்டு,1, 16,2013-9-16
2,LadyFinger/வெண்டைக்காய்,1, 16,2013-9-16
3,SnakeGuard/புடலங்காய்,1, 18,2013-9-16
4,BitterGourd/பாகற்காய்,1, 36,2013-9-16
5,Bottlegourd/சுரைக்காய்,1, 14,2013-9-16
6,Pumpkin/பூசணிக்காய்,1, 16,2013-9-16
7,Bean/அவரை,1, 48,2013-9-16
8,ClusterBeans/கொத்தவரை,1, 18,2013-9-16
9,Red Chillies/குண்டு மிளகாய்,1, 60,2013-9-16
10,Onion/வெங்காயம்,1, 54,2013-9-16
11,Pallari/பல்லாரி,1, 60,2013-9-16
12,Ginger/இஞ்சி,1, 100,2013-9-16
13,Potato/உருளைக்கிழங்கு,1, 26,2013-9-16
14,Radish/முள்ளங்கி,1, 20,2013-9-16
15,Mango/மாங்காய்,1, 80,2013-9-16
16,Cabbage/முட்டைக்கோஸ்,1, 32,2013-9-16
17,Carrot/கேரட்,1, 36,2013-9-16
18,Beetroot/பீட்ரூட்,1, 28,2013-9-16
19,Soybeans/சோயாபீன்ஸ்,1, 64,2013-9-16
20,Drumstickbeans/முருங்கைபீன்ஸ்,1, 60,2013-9-16
21,butterbeans/பட்டர்பீன்ஸ்,1, 80,2013-9-16
22,Banana nut/வாழைக்காய்,1, 04,2013-9-16
23,Banana stem/வாழைத்தண்டு,1, 08,2013-9-16
24,BananaFlower/வாழைப்பூ,1, 08,2013-9-16
25,Curry leaves/கருவேப்பிலை,1, 30,2013-9-16
26,Coriander leaves/மல்லி இலை,1, 50,2013-9-16
27,Mint/புதினா,1, 40,2013-9-16
28,GreensLeaves/கீரைக்கட்டு,1, 08,2013-9-16
29,Garlic/பூண்டு,1, 120 to 130,2013-9-16
30,ButtonMushrooms/ பட்டன்காளான்,1, 192,2013-9-16
31,Papaya/ பப்பாளிப்பழம்,1, 34,2013-9-16
32,SavSav/ சவ்சவ்,1, 30,2013-9-16
