,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,Belt Beans / Avarai Belt, 1, 50,2015-11-29
1,Beans Kolee / Avarai Kolee, 1, 35,2015-11-29
2,Avarai ottu, 1, –,2015-11-29
3,Beans, 1, 80,2015-11-29
4,Beetroot, 1, 7,2015-11-29
5,Bellary / Big Onion, 1, 38,2015-11-29
6,Cauliflower, 1 Flower, 15,2015-11-29
7,Small Onion / Chinna Vengayam, 1, 40,2015-11-29
8,Chaw Chaw, 1, 15,2015-11-29
9,Disco Brinjal / Kaththari kai Disco, 1, 30,2015-11-29
10,Green Brinjal / Kaththari Kai Pachai, 1, 35,2015-11-29
11,Cluster Beans / Kothavarai, 1, 18,2015-11-29
12,Samba Chilli / Milagai Samba, 1, 15,2015-11-29
13,Round Chilli / Milagai Urundai, 1, 22,2015-11-29
14,Radish / Mullangi, 1, 7,2015-11-29
15,Drumstick / Murungai Chedi, 1, 50,2015-11-29
16,Drumstick / Murungai Maram, 1, 50,2015-11-29
17,Nelli Kai, 1, 30,2015-11-29
18,Bitter Gourd / Pakar kai, 1, –,2015-11-29
19,Perkangkai, 1, 23,2015-11-29
20,Snake Guard / Pudalai, 1, 5,2015-11-29
21,Red Pumpkin / Red Pusanikkai, 1, 5,2015-11-29
22,Sambar Vellari, 1, 8,2015-11-29
23,Bottle gourd / Suraikai, 1, 7,2015-11-29
24,Tomato / Thakkali, 1, 30,2015-11-29
25,Thatta payaru, 1, 30,2015-11-29
26,Lady’s Finger / Venda Kai, 1, 25,2015-11-29
27,Lemon / Elumbichai, 1, 100,2015-11-29
