,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,Belt Beans / Avarai Belt, 1, 35,2015-12-30
1,Beans Kolee / Avarai Kolee, 1, 30,2015-12-30
2,Avarai ottu, 1, –,2015-12-30
3,Beans, 1, 50,2015-12-30
4,Beetroot, 1, 7,2015-12-30
5,Bellary / Big Onion, 1, 40,2015-12-30
6,Cauliflower, 1 Flower, 15,2015-12-30
7,Small Onion / Chinna Vengayam, 1, 63,2015-12-30
8,Chaw Chaw, 1, 18,2015-12-30
9,Disco Brinjal / Kaththari kai Disco, 1, 30,2015-12-30
10,Green Brinjal / Kaththari Kai Pachai, 1, 35,2015-12-30
11,Cluster Beans / Kothavarai, 1, 18,2015-12-30
12,Samba Chilli / Milagai Samba, 1, 30,2015-12-30
13,Round Chilli / Milagai Urundai, 1, 35,2015-12-30
14,Radish / Mullangi, 1, 8,2015-12-30
15,Drumstick / Murungai Chedi, 1, 50,2015-12-30
16,Drumstick / Murungai Maram, 1, 50,2015-12-30
17,Nelli Kai, 1, 28,2015-12-30
18,Bitter Gourd / Pakar kai, 1, –,2015-12-30
19,Perkangkai, 1, 20,2015-12-30
20,Snake Guard / Pudalai, 1, 15,2015-12-30
21,Red Pumpkin / Red Pusanikkai, 1, 5,2015-12-30
22,Sambar Vellari, 1, 10,2015-12-30
23,Bottle gourd / Suraikai, 1, 7,2015-12-30
24,Tomato / Thakkali, 1, 25,2015-12-30
25,Thatta payaru, 1, 30,2015-12-30
26,Lady’s Finger / Venda Kai, 1, 18,2015-12-30
27,Lemon / Elumbichai, 1, 85,2015-12-30
