Commodity, Weight in Kg, Price in Rs
Avarai Belt, 1, 44
Avarai Kolee, 1, 30
Avarai ottu, 1, –
Beans, 1, 29
Beetroot, 1, 8
Bellary, 1, 30
C Flower, 1 Flower, 10
C Vengayam, 1, 13
Chaw Chaw, 1, 20
Kaththari Disco, 1, 8
Kaththari Green, 1, 7
Kothavarai, 1, 10
Milagai Samba, 1, 22
Milagai urundai, 1, 25
Mullaingi, 1, 5
Murungai chedi, 1, 11
Murungai Maram, 1, 8
Nelli, 1, 22
Pavarkai, 1, 12
Perkangkai, 1, 10
Pudalai, 1, 6
Red Pusanikkai, 1, 6
Sambar Vellari, 1, 4
Suraikai, 1, 6
Thakkali, 1, 18
Thatta payaru, 1, 12
Vendai, 1, 20
Lemon, 1, 28
