,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,Belt Beans / Avarai Belt, 1, 50,2015-12-17
1,Beans Kolee / Avarai Kolee, 1, 35,2015-12-17
2,Avarai ottu, 1, –,2015-12-17
3,Beans, 1, 70,2015-12-17
4,Beetroot, 1, 7,2015-12-17
5,Bellary / Big Onion, 1, 45,2015-12-17
6,Cauliflower, 1 Flower, 18,2015-12-17
7,Small Onion / Chinna Vengayam, 1, 35,2015-12-17
8,Chaw Chaw, 1, 18,2015-12-17
9,Disco Brinjal / Kaththari kai Disco, 1, 35,2015-12-17
10,Green Brinjal / Kaththari Kai Pachai, 1, 40,2015-12-17
11,Cluster Beans / Kothavarai, 1, 20,2015-12-17
12,Samba Chilli / Milagai Samba, 1, 20,2015-12-17
13,Round Chilli / Milagai Urundai, 1, 35,2015-12-17
14,Radish / Mullangi, 1, 8,2015-12-17
15,Drumstick / Murungai Chedi, 1, 50,2015-12-17
16,Drumstick / Murungai Maram, 1, 50,2015-12-17
17,Nelli Kai, 1, 30,2015-12-17
18,Bitter Gourd / Pakar kai, 1, –,2015-12-17
19,Perkangkai, 1, 25,2015-12-17
20,Snake Guard / Pudalai, 1, 22,2015-12-17
21,Red Pumpkin / Red Pusanikkai, 1, 6,2015-12-17
22,Sambar Vellari, 1, 10,2015-12-17
23,Bottle gourd / Suraikai, 1, 8,2015-12-17
24,Tomato / Thakkali, 1, 32,2015-12-17
25,Thatta payaru, 1, 30,2015-12-17
26,Lady’s Finger / Venda Kai, 1, 23,2015-12-17
27,Lemon / Elumbichai, 1, 90,2015-12-17
