Commodity, Weight in Kg, Price in Rs
Brinjal, 1, 20
Tomotto ottu, 1, 6
Ladys Finger, 1, 20
Snake Guard, 1, 12
Bitter Gourd, 1, 12
Bottle gourd, 1, 8
Pumpkin, 1, 14
Bean, 1, 24
Cluster Beans, 1, 16
Red Chilies, 1, 18
Onion, 1, 24
Pallari, 1, 24
Ginger, 1, –
Potato, 1, 26
Radish, 1, 10
Mango, 1, –
Cabbage, 1, 18
Carrot, 1, 30
Beetroot, 1, 20
Soybeans, 1, 80
Drumstick beans, 1, 36
butter beans, 1, –
Banana nut, 1 piece, 4
Banana stem, 1, 10
Banana Flower, 1, 12
Curry leaves, 1, 30
Coriander leaves, 1, 20
Mint, 1, 20
Greens Leaves, 1, 12
Garlic, 1, 140-180
Button Mushrooms, 1, 196
Papaya, 1, 20
SavSav, 1, 16
Sapotta, 1, 20
