Commodity, Weight in Kg, Price in Rs
Brinjal, 1, 18
Tomotto ottu, 1, 12
Ladys Finger, 1, 20
Snake Guard, 1, 16
Bitter Gourd, 1, 14
Bottle gourd, 1, 8
Pumpkin, 1, 14
Bean, 1, 36
Cluster Beans, 1, 14
Red Chilies, 1, 18
Onion, 1, 20
Pallari, 1, 24
Ginger, 1, –
Potato, 1, 20
Radish, 1, 12
Mango, 1, –
Cabbage, 1, 14
Carrot, 1, 30
Beetroot, 1, 14
Soybeans, 1, 80
Drumstick beans, 1, 40
butter beans, 1, –
Banana nut, 1 piece, 4
Banana stem, 1, 10
Banana Flower, 1, 8
Curry leaves, 1, 30
Coriander leaves, 1, 20
Mint, 1, 25
Greens Leaves, 1, 10
Garlic, 1, 100
Button Mushrooms, 1, 180
Papaya, 1, 20
SavSav, 1, 24
Sapotta, 1, 20
