Commodity, Weight in Kg, Price in Rs
Brinjal / Kathari, 1, 28
Tomotto ottu / Thakkali Ottu, 1, 10
Lady’s Finger / Venda Kai, 1, 18
Snake Guard / Pudalai, 1, 17
Bitter Gourd / Pakar kai, 1, 18
Bottle gourd / Sura kai, 1, 6
Pumpkin / Pusani kai, 1, 14
Beans / Avarai Kai, 1, 36
Cluster Beans / Kothavarai, 1, 14
Red Chilies / Kundu Milagai, 1, 45
Small Onion / Chinna Vengayam, 1, 24
Big Onion / Pallari, 1, 18
Ginger / Inji, 1, –
Potato / Urulai Kelangu, 1, 26
Radish / Mulangi, 1, 15
Mango / Maa, 1, –
Cabbage / Mutta Kose, 1, 14
Carrot, 1, 36
Beetroot, 1, 24
Soya Beans, 1, 100
Drumstick Beans / Murungai Beans, 1, 48
Butter beans, 1, –
Banana nut / Vala kai, 1 piece, 3
Banana stem / Vala Thandu, 1, 10
Banana Flower / Vala Poo, 1, 12
Curry leaves / Karu Vepilai, 1, 40
Coriander leaves / Malli Ilai, 1, 25
Mint / Puthina, 1, 15
Greens Leaves / Keerai Kattu, 1, 12
Garlic / Poondu, 1, –
Button Mushrooms / Button Kaalan, 1, 200
Papaya / Papali, 1, 22
Sav Sav, 1, 26
Sapotta, 1, –
Field bean / Mochai, 1, 55
