Commodity, Weight in Kg, Price in Rs
Brinjal / Kathari, 1, 43
Tomotto ottu / Thakkali Ottu, 1, 8
Lady’s Finger / Venda Kai, 1, 12
Snake Guard / Pudalai, 1, 14
Bitter Gourd / Pakar kai, 1, 20
Bottle gourd / Sura kai, 1, 6
Pumpkin / Pusani kai, 1, 14
Beans / Avarai Kai, 1, 18
Cluster Beans / Kothavarai, 1, 16
Red Chilies / Kundu Milagai, 1, 35
Small Onion / Chinna Vengayam, 1, 20
Big Onion / Pallari, 1, 18
Ginger / Inji, 1, –
Potato / Urulai Kelangu, 1, 25
Radish / Mulangi, 1, 6
Mango / Maa, 1, –
Cabbage / Mutta Kose, 1, 14
Carrot, 1, 38
Beetroot, 1, 15
Soya Beans, 1, 120
Drumstick Beans / Murungai Beans, 1, 36
Butter beans, 1, –
Banana nut / Vala kai, 1 piece, 3
Banana stem / Vala Thandu, 1, 10
Banana Flower / Vala Poo, 1, 12
Curry leaves / Karu Vepilai, 1, 40
Coriander leaves / Malli Ilai, 1, 8
Mint / Puthina, 1, 10
Greens Leaves / Keerai Kattu, 1, 12
Garlic / Poondu, 1, –
Button Mushrooms / Button Kaalan, 1, 200
Papaya / Papali, 1, 22
Sav Sav, 1, 22
Sapotta, 1, 20
Field bean / Mochai, 1, 54
