Commodity, Weight in Kg, Price in Rs
Brinjal / Kathari, 1, 44
Tomotto ottu / Thakkali Ottu, 1, 16
Lady’s Finger / Venda Kai, 1, 10
Snake Guard / Pudalai, 1, 20
Bitter Gourd / Pakar kai, 1, 26
Bottle gourd / Sura kai, 1, 8
Pumpkin / Pusani kai, 1, 25
Beans / Avarai Kai, 1, 50
Cluster Beans / Kothavarai, 1, 14
Red Chilies / Kundu Milagai, 1, 30
Small Onion / Chinna Vengayam, 1, 18
Big Onion / Pallari, 1, 18
Ginger / Inji, 1, –
Potato / Urulai Kelangu, 1, 34
Radish / Mulangi, 1, 16
Mango / Maa, 1, –
Cabbage / Mutta Kose, 1, 18
Carrot, 1, 34
Beetroot, 1, 18
Soya Beans, 1, 80
Drumstick Beans / Murungai Beans, 1, 50
Butter beans, 1, –
Banana nut / Vala kai, 1 piece, 5
Banana stem / Vala Thandu, 1, 10
Banana Flower / Vala Poo, 1, 10
Curry leaves / Karu Vepilai, 1, 20
Coriander leaves / Malli Ilai, 1, 20
Mint / Puthina, 1, 20
Greens Leaves / Keerai Kattu, 1, 12
Garlic / Poondu, 1, –
Button Mushrooms / Button Kaalan, 1, –
Papaya / Papali, 1, 25
Sav Sav, 1, 24
Sapotta, 1, –
Puli / Tamarind, 1, 80
