,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,Belt Beans / Avarai Belt, 1, 22,2016-11-20
1,Beans Kolee / Avarai Kolee, 1, 20,2016-11-20
2,Avarai ottu, 1, –,2016-11-20
3,Beans, 1, 30,2016-11-20
4,Beetroot, 1, 6,2016-11-20
5,Bellary / Big Onion, 1, 15,2016-11-20
6,Cauliflower, 1 Flower, 16,2016-11-20
7,Small Onion / Chinna Vengayam, 1, 22,2016-11-20
8,Chaw Chaw, 1, 4,2016-11-20
9,Disco Brinjal / Kaththari kai Disco, 1, 10,2016-11-20
10,Green Brinjal / Kaththari Kai Pachai, 1, 12,2016-11-20
11,Cluster Beans / Kothavarai, 1, 15,2016-11-20
12,Samba Chilli / Milagai Samba, 1, 13,2016-11-20
13,Round Chilli / Milagai Urundai, 1, 13,2016-11-20
14,Radish / Mullangi, 1, 7,2016-11-20
15,Drumstick / Murungai Chedi, 1, 22,2016-11-20
16,Drumstick / Murungai Maram, 1, 15,2016-11-20
17,Nelli Kai, 1, 20,2016-11-20
18,Bitter Gourd / Pakar kai, 1, –,2016-11-20
19,Perkangkai, 1, 15,2016-11-20
20,Snake Guard / Pudalai, 1, 4,2016-11-20
21,Red Pumpkin / Red Pusanikkai, 1, 5,2016-11-20
22,Sambar Vellari, 1, 7,2016-11-20
23,Bottle gourd / Suraikai, 1, 3,2016-11-20
24,Tomato / Thakkali, 1, 3,2016-11-20
25,Thatta payaru, 1, 17,2016-11-20
26,Lady’s Finger / Venda Kai, 1, 8,2016-11-20
27,Lemon / Elumbichai, 1, 70,2016-11-20
